sequence,episode,success_rate,transfer_efficiency,spill_ratio
E_scoop_tool,1,0.0,0.0,0.05807935595169638
E_scoop_tool,2,0.0,0.0,0.05807935595169638
E_scoop_tool,3,0.0,0.0,0.05807935595169638
E_scoop_tool,4,0.0,0.0,0.05807935595169638
E_scoop_tool,5,0.0,0.0,0.05807935595169638
