sequence,episode,success_rate,transfer_efficiency,spill_ratio
E_scoop_tool,1,0.0,0.22337962962962962,0.08333333333333333
E_scoop_tool,2,0.0,0.22337962962962962,0.08333333333333333
E_scoop_tool,3,0.0,0.22280092592592593,0.08333333333333333
E_scoop_tool,4,0.0,0.22337962962962962,0.08333333333333333
E_scoop_tool,5,0.0,0.22280092592592593,0.08333333333333333
