sequence,episode,success_rate,transfer_efficiency,spill_ratio
E_scoop_tool,1,0.0,0.1374353076480736,0.09660724554341575
E_scoop_tool,2,0.0,0.13858539390454283,0.09430707303047729
E_scoop_tool,3,0.0,0.13858539390454283,0.09488211615871191
E_scoop_tool,4,0.0,0.13858539390454283,0.09430707303047729
E_scoop_tool,5,0.0,0.13858539390454283,0.09660724554341575
